Tíðni	Orðmynd	Mark (Gull)	Mark (Nefnir)	Lemma (Gull)	Lemma (Nefnir)
1	ahhh	au	ób-uh	ah	ahhh
1	thá	x	ób-x	þá	thá
1	siggamusar	n-ee	no-x	Siggimus	siggamusar
1	Égnáðiégnáðiégnáðiégnáðiégnáðiégnáðiégnáðiégnáðiégnáðiégnáði	x	ób-x	égnáðiégnáðiégnáðiégnáðiégnáðiégnáðiégnáðiégnáðiégnáðiégnáði	Égnáðiégnáðiégnáðiégnáðiégnáðiégnáðiégnáðiégnáðiégnáðiégnáði
1	Bùin	lvensf	lo-kvk-et-nf-sb-fst	búinn	bùinn
1	pròfinu	nheþg	no-hk-et-þgf-gr	próf	pròf
1	upplifum	x	ób-x	upplifa	upplifum
1	SMÁÍS	n----s	no-x-s	SMÁÍS	Smáís
1	SKY-pakkann	nkeogs	no-kk-et-þf-gr-s	Sky-pakki	SKY-pakki
1	suðr	x	ób-x	suður	suðr
1	Hafnir	nvfn-s	no-kvk-ft-nf-s	Höfn	Hafnir
1	Hamrinum	nkeþgs	no-kk-et-þgf-gr-s	Hamar	Hamarinn
1	Innipúka	nkeo-s	no-kk-et-þf-s	innipúki	Innipúki
1	Innipúkaföt	nhfo-s	no-hk-ft-þf-s	innipúkaföt	Innipúkaföt
1	Ru.h	x	ób-x	ru.h	Ru.h
1	Ru	x	ób-x	ru	Ru
1	AndRew	n----s	no-x-s	AndRew	Andrew
1	Ágústín	nken-s	no-kk-et-nf-s	ágústín	Ágústín
1	allsvaldanda	x	ób-x	allsvaldandi	allsvaldanda
1	l.	nheþ	no-hk-et-þgf	l	l.
1	f-inu	nheþg	no-hk-et-þgf-gr	f-ið	f-
1	Síst	aae	ao-est	síður	varla
1	handakrikum	nkfþ	no-kk-ft-þgf	handarkriki	handakriki
1	stallana	nkfog	no-kk-ft-þf-gr	stalli	stallur
1	Y	nkeþ-s	no-kk-et-þgf-s	y	Yr
1	taldar	x	ób-x	telja	taldar
1	B-B	x	ób-x	b-b	B-B
1	B-29	ta	to	b-29	B-29
1	sjó-	kt	ób-sk	sjóher	sjó-
1	Sunnar	aam	ao-mst	sunnar	suður
1	næsthæsti	lkenve	lo-kk-et-nf-vb-est	næsthæstur	næsthár
1	fjarskipta-	kt	ób-sk	fjarskiptastöð	fjarskipta-
1	talinn	x	ób-x	telja	talinn
1	flví	x	ób-x	því	flví
1	sandarnir	nkfng	no-kk-ft-nf-gr	sandi	sandur
1	TADAMICHI	n----s	no-x-s	TADAMICHI	Tadamichi
1	KURIBAYASHI	n----s	no-x-s	KURIBAYASHI	Kuribayashi
1	RAYMOND	n----s	no-x-s	RAYMOND	Raymond
1	SPRUANCE	n----s	no-x-s	SPRUANCE	Spruance
1	fánan	x	ób-x	fáni	fánan
1	sexmenningana	x	ób-x	sexmenningani	sexmenningana
1	WASHINGTON	n----s	no-x-s	WASHINGTON	Washington
1	D-dagur	nken-s	no-kk-et-nf-s	d-dagur	D-dagur
1	Suribachi-fjallið	nheogs	no-hk-et-þf-gr-s	Suribachi-fjall	Suribachi-fjallið
1	banzai-árásir	nvfo	no-kvk-ft-þf	banzaiárás	banzai-árás
1	eyjunna	x	ób-x	eyja	eyjunna
1	Írafár	nheþ-s	no-hk-et-þgf-s	írafár	Írafár
1	topp	nkeþ	no-kk-et-þgf	topp	toppur
1	unnin	x	ób-x	vinna	unnin
1	fjölmarga	lkfesf	lo-kk-ft-ef-sb-fst	fjölmargur	fjölmarg
1	McBrain	n----s	no-x-s	McBrain	Mcbrain
1	HEARTS	n----s	no-x-s	HEARTS	Hearts
1	unglinga-	kt	ób-sk	unglingalið	unglinga-
1	JERMAIN	n----s	no-x-s	JERMAIN	Jermain
1	DEFOE	n----s	no-x-s	DEFOE	Defoe
1	WAYNE	n----s	no-x-s	WAYNE	Wayne
1	ROONEY	n----s	no-x-s	ROONEY	Rooney
1	ADRIANO	n----s	no-x-s	ADRIANO	Adriano
1	stefnu-	kt	ób-sk	stefnubreyting	stefnu-
1	EVERTON	n----s	no-x-s	EVERTON	Everton
1	atvinnumannana	x	ób-x	atvinnumaður	atvinnumannana
1	VIERA	n----s	no-x-s	VIERA	Viera
1	fullkomnlega	aa	ao	fullkomlega	fullkomnlega
1	HEERENVEEN	n----s	no-x-s	HEERENVEEN	Heerenveen
1	XTRALIFE	n----s	no-x-s	XTRALIFE	Xtralife
1	rykmyndum	x	ób-x	rykmyndun	rykmyndum
1	hitty	x	ób-x	hitta	hitty
1	fjölskyldu-	kt	ób-sk	fjölskyldufólk	fjölskyldu-
1	aðgengi	nheo	no-hk-et-þf	aðgengur	aðgengi
1	Casanovafélaginu	nheþgs	no-hk-et-þgf-gr-s	Casanovafélag	Casanovafélagið
1	bókavörðuna	nveog	no-kvk-et-þf-gr	bókavarðan	bókavarða
1	gatna-	kt	ób-sk	gatnamál	gatna-
1	Bílastæðasjóðs	nkee-s	no-kk-et-ef-s	bílastæðasjóður	Bílastæðasjóður
1	göngu-	kt	ób-sk	göngustígur	göngu-
1	Fossvogsvegurinn	nkeng	no-kk-et-nf-gr	Fossvogsvegur	fossvogsvegur
1	fyrirmyndar-aðstöðu	nveo	no-kvk-et-þf	fyrirmyndaraðstaða	fyrirmyndar-aðstaða
1	framgengt	lheosf	lo-hk-et-þf-sb-fst	framgengt	framgengur
1	byggingar-	kt	ób-sk	byggingarmál	byggingar-
1	stutt	sþghfn	so-lhþt-gm-hk-ft-nf	styðja	stytja
1	nýsköpunar-	kt	ób-sk	nýsköpunarfyrirtæki	nýsköpunar-
1	vísinda-	kt	ób-sk	vísindasjóður	vísinda-
1	Nýsköpunarsjóðs	nkee-s	no-kk-et-ef-s	nýsköpunarsjóður	Nýsköpunarsjóður
1	framhalds-	kt	ób-sk	framhaldsmenntun	framhalds-
1	Gissurar	nkeþ-s	no-kk-et-þgf-s	Gissur	Gissurar
1	Íslendingasögur	nvfo-s	no-kvk-ft-þf-s	íslendingasaga	Íslendingasaga
1	sokkaleistunum	nkfþg	no-kk-ft-þgf-gr	sokkaleisti	sokkaleistur
1	tippið	nheng	no-hk-et-nf-gr	typpi	tipp
1	stunduðum	svg3fþ	so-vh-gm-3p-ft-þt	stunda	stunduðum
1	Breiðavíkurhúsið	nheogs	no-hk-et-þf-gr-s	Breiðavíkurhús	Breiðavíkurhúsið
1	bobb-spil	nheo	no-hk-et-þf	bobbspil	bobb-spil
1	kvöldmatarleytið	nheog	no-hk-et-þf-gr	kvöldmatarleyti	kvöldmatarleytið
1	Farð	sbg2en	so-bh-gm-2p-et-nt	fara	farða
1	ubara	aa	ao	bara	ubara
1	Þátttakendum	nkfþ-s	no-kk-ft-þgf-s	Þátttakandi	Þátttakendar
1	i-ið	nheog	no-hk-et-þf-gr	i	i-
1	formannsinss	x	ób-x	formaður	formannsinss
1	s-hrísgrjón	nhen	no-hk-et-nf	hrísgrjón	s-hrísgrjón
1	áhugamálun	x	ób-x	áhugamál	áhugamálun
1	verri	lkfovm	lo-kk-ft-þf-vb-mst	verri	slæmur
1	aðað	x	ób-x	að	aðað
1	blaða-	kt	ób-sk	blaðamennska	blaða-
1	kynferðis-	kt	ób-sk	kynferðismál	kynferðis-
1	köllunnar	nvee	no-kvk-et-ef	köllun	köllunn
1	Guermantes-leiðin	nvengs	no-kvk-et-nf-gr-s	Guermantesleið	Guermantes-leið
1	endirinn	x	ób-x	endir	endirinn
1	ljósarins	x	ób-x	ljós	ljósarins
1	samfélags-	kt	ób-sk	samfélagslýsing	samfélags-
1	hvorrium	x	ób-x	hver	hvorrium
1	hlutaum	x	ób-x	hlutur	hlutaum
1	Leiðin	nvengs	no-kvk-et-nf-gr-s	leið	Leið
1	eina	fohen	fn-ó-hk-et-nf	einn	eina
1	mestua	x	ób-x	mikill	mestua
1	muninnum	x	ób-x	munnur	muninnum
1	módernismansum	x	ób-x	módernismans	módernismansum
1	Þórbgergur	x	ób-x	þórbgergur	Þórbgergur
1	mælinga-	kt	ób-sk	mælingaárátta	mælinga-
1	hýbílin	nhfng	no-hk-ft-nf-gr	híbýli	hýbíli
1	Þjóðviljaheitinu	nheþgs	no-hk-et-þgf-gr-s	Þjóðviljaheitið	Þjóðviljaheiti
1	Klipp-og-skorið	sþghen	so-lhþt-gm-hk-et-nf	klipp-og-skera	Klipp-og-skera
1	gríðarlega	lhfosf	lo-hk-ft-þf-sb-fst	gríðarlegur	gríðarlegaur
1	raunr	x	ób-x	raun	raunr
1	han	n----s	no-x-s	han	Han
1	Lundúni	x	ób-x	Lundúnir	Lundúni
1	hákall	x	ób-x	hákarl	hákall
1	Vesturlandahópnum	nkeþgs	no-kk-et-þgf-gr-s	Vesturlandahópur	Vesturlandahópurinn
1	Vesturlandahópsins	nkeegs	no-kk-et-ef-gr-s	Vesturlandahópur	Vesturlandahópurinn
1	þingmennirnar	nkfng	no-kk-ft-nf-gr	þingmenn	þingmennirnar
1	Kastljósi	nheþ-s	no-hk-et-þgf-s	kastljós	Kastljós
1	elshúsborðinu	nheþg	no-hk-et-þgf-gr	eldhúsborð	elshúsborð
1	spakhettí	nheo	no-hk-et-þf	spaghettí	spakhettí
1	fagnaðarerndið	x	ób-x	fagnaðarerindi	fagnaðarerndið
1	þessarra	x	ób-x	þessar	þessarra
1	hvatnig	x	ób-x	hvatning	hvatnig
1	Slysavarnarfélagi	nheþ-s	no-hk-et-þgf-s	Slysavarnarfélag	Slysavarnarfélagið
1	sýnar	x	ób-x	sýna	sýnar
1	Neytendablaðið	nhengs	no-hk-et-nf-gr-s	neytendablað	Neytendablaðið
1	gæða-	kt	ób-sk	gæðakönnun	gæða-
1	rannsóknar-	kt	ób-sk	rannsóknarstarfsemi	rannsóknar-
1	ráðgjafa-	kt	ób-sk	ráðgjafastarfsemi	ráðgjafa-
1	verð-	kt	ób-sk	verðþekking	verð-
1	annaðhvort	foheo	fn-ó-hk-et-þf	annaðhvort	annaðhvor
1	flesta	lhense	lo-hk-et-nf-sb-est	margur	flesta
1	Lögum	nhfþ	no-hk-ft-þgf	lag	lög
1	Neytendasamtökin	nhfogs	no-hk-ft-þf-gr-s	neytendasamtök	Neytendasamtök
1	misfórst	sfg3fþ	so-fh-gm-3p-ft-þt	misfarast	misfórst
1	handvirkt	aa	ao	handsvirkt	handvirkt
1	eftri	lveovm	lo-kvk-et-þf-vb-mst	efri	eftri
1	líst	sþghen	so-lhþt-gm-hk-et-nf	líta	lísta
1	Humarhússins	nheegs	no-hk-et-ef-gr-s	humarhús	Humarhúsið
1	brjálæðsilega	aa	ao	brjálæðislega	brjálæðsilega
1	JESSSSSS	au	ób-uh	jess	jessssss
1	Jammm	au	ób-uh	jamm	jammm
1	Íhaldið	nhengs	no-hk-et-nf-gr-s	íhald	Íhaldið
1	After	e	ób-e	after	After
1	Bangsimon	nken-s	no-kk-et-nf-s	Bangsímon	Bangsimon
1	Fríllinn	nkengs	no-kk-et-nf-gr-s	Fríllinn	Fríll
1	Samkeppni	nveo-s	no-kvk-et-þf-s	samkeppni	Samkeppni
1	gammall	x	ób-x	gamall	gammall
1	HAPPY	n----s	no-x-s	HAPPY	Happy
1	1L-2G-3A-4E-5B-6H-7D-8F	x	ób-x	1l-2g-3a-4e-5b-6h-7d-8f	1L-2G-3A-4E-5B-6H-7D-8F
1	Borgum	nvfþ-s	no-kvk-ft-þgf-s	Borg	Borgir
1	RARIK	n----s	no-x-s	RARIK	Rarik
1	Tannlæknafélagsins	nheegs	no-hk-et-ef-gr-s	Tannlæknafélagið	Tannlæknafélag
1	SKÁK	nven-s	no-kvk-et-nf-s	Skák	SKÁK
1	Upsaströnd	nkeþ-s	no-kk-et-þgf-s	Upsaströndur	Upsaströnd
1	Fræðslumiðstöð	nveþ-s	no-kvk-et-þgf-s	fræðslumiðstöð	Fræðslumiðstöð
1	starsýnast	lhense	lo-hk-et-nf-sb-est	starsýnt	starsýnn
1	leður-	kt	ób-sk	leðurhúð	leður-
1	barnshafandi	lvensf	lo-kvk-et-nf-sb-fst	barnshafandi	barnshafandiur
1	lokinn	x	ób-x	lok	lokinn
1	Down-heilkenni	nheo-s	no-hk-et-þf-s	Downsheilkenni	Down-heilkenni
1	vökva-	kt	ób-sk	vökvajafnvægi	vökva-
1	mólybdenum	n-fþ	no-x	mólybden	mólybdenum
1	bringuspölum	nvfþ	no-kvk-ft-þgf	bringuspöl	bringuspalir
1	25-30°C	ta	to	25-30°c	25-30°C
1	0-15°C	ta	to	0-15°c	0-15°C
1	orku-	kt	ób-sk	orkuflutningur	orku-
1	flótta-	kt	ób-sk	flóttaviðbragð	flótta-
1	gul-	kt	ób-sk	gulleitur	gul-
1	minna	lkeþvm	lo-kk-et-þgf-vb-mst	lítill	minna
1	hrúður-	kt	ób-sk	hrúðurgeit	hrúður-
1	gin-	kt	ób-sk	ginveiki	gin-
1	Siktið	x	ób-x	sigta	Siktið
1	Léttsoðin	lkensf	lo-kk-et-nf-sb-fst	léttsoðinn	léttsoðin
1	komið	x	ób-x	koma	komið
1	fisk	x	ób-x	fiskur	fisk
1	forgratineruð	lvensf	lo-kvk-et-nf-sb-fst	frogratíneraður	forgratineraður
1	Gratinera	x	ób-x	gratínera	Gratinera
1	gratinerið	x	ób-x	gratínera	gratinerið
1	borin	x	ób-x	bera	borin
1	Fréttabréf	nheo-s	no-hk-et-þf-s	fréttabréf	Fréttabréf
1	lambsatay	n-eo	no-x	lambasatay	lambsatay
1	aprikósur	x	ób-x	apríkósa	aprikósur
1	Húðfegrunarstofan	nveng	no-kvk-et-nf-gr	húðfegrunarstofan	húðfegrunarstofa
1	cellulite-vafning	nkeo	no-kk-et-þf	cellulitevafningur	cellulite-vafningur
1	demants-	kt	ób-sk	demantshúðslípun	demants-
1	bleikt	lheosf	lo-hk-et-þf-sb-fst	bleiktur	bleikur
1	Kiwi-rósin	nvengs	no-kvk-et-nf-gr-s	kiwi-rós	Kiwi-rósin
1	da	n----s	no-x-s	da	Da
1	hópportretta	nkfo	no-kk-ft-þf	hópportrettur	hópportrett
1	Pollock-Krasner-sjóðurinn	nkengs	no-kk-et-nf-gr-s	Pollock-Krasner-sjóðurinn	Pollock-Krasner-sjóður
1	Pollock-Krasner-stofnunin	nvengs	no-kvk-et-nf-gr-s	Pollock-Krasner-stofnunin	Pollock-Krasner-stofnun
1	Reuters-fréttastofunnar	nveegs	no-kvk-et-ef-gr-s	Reuters-fréttastofa	Reuters-fréttastofan
1	þjálfunarbúðir	nvfn	no-kvk-ft-nf	þjálfunarbúð	þjálfunarbúðir
1	Hellinn	nkeogs	no-kk-et-þf-gr-s	hellir	Hellir
1	dúk-	kt	ób-sk	dúkrista	dúk-
1	afhjúpuðu	lkfþvf	lo-kk-ft-þgf-vb-fst	afhjúpandi	afhjúpaður
1	Kristjánseyjarmyndum	nvfþ-s	no-kvk-ft-þgf-s	Kristjánseyjarmynd	Kristjánseyjarmyndir
1	sólarrafala	nkfo	no-kk-ft-þf	sólarrafali	sólarrafall
1	skotvopna-	kt	ób-sk	skotvopnaleyfi	skotvopna-
1	Hvergerði	nheþ-s	no-hk-et-þgf-s	Hveragerði	Hvergerði
1	háls-	kt	ób-sk	hálslæknir	háls-
1	nef-	kt	ób-sk	neflæknir	nef-
1	slasasaðist	x	ób-x	slasasa	slasasaðist
1	Austur-þýska	lkeþvf	lo-kk-et-þgf-vb-fst	austur-þýskur	Austur-þýskur
1	spíón	nkeo	no-kk-et-þf	spíónn	spíón
1	Þorrakvæða	nhfe-s	no-hk-ft-ef-s	þorrakvæði	Þorrakvæði
1	Mið-	kt	ób-sk	Mið-Evrópa	Mið-
1	Thorarensen	nkeo-s	no-kk-et-þf-s	Thorarensen	Thorarensenur
1	örugga	lvensf	lo-kvk-et-nf-sb-fst	örugga	öruggaur
1	Einmánaði	nkeþ-s	no-kk-et-þgf-s	einmánuður	Einmánaður
1	mánaði	x	ób-x	mánaður	mánaði
1	öngva	foveo	fn-ó-kvk-et-þf	enginn	öngvur
1	ritus	nkfo	no-kk-ft-þf	ritus	ritusr
1	Kallinn	nkeogs	no-kk-et-þf-gr-s	kall	Kall
1	eldra	x	ób-x	gamall	eldra
1	yngra	x	ób-x	ungur	yngra
1	fæddir	sþgken	so-lhþt-gm-kk-et-nf	fæða	fæddir
1	hátíðis-	kt	ób-sk	hátíðisdagur	hátíðis-
1	Sturlungusafninu	nheþgs	no-hk-et-þgf-gr-s	Sturlungusafnið	Sturlungusafn
1	tilk	ks	ób-sk	tilk.	tilk
1	Bókasafninu	nheþgs	no-hk-et-þgf-gr-s	Bókasafn	Bókasafnið
1	Mos	n----s	no-x-s	Mos.	Mos
1	mán	ks	ób-sk	mán.	mán
1	Bridsdeild	nven-s	no-kvk-et-nf-s	bridsdeild	Bridsdeild
1	ca	ks	ób-sk	ca.	ca
1	Kor	n----s	no-x-s	Kor.	Kor
1	13-14	ta	to	13-14.	13-14
1	Mósaik	n-en	no-x	mósaík	mósaik
1	Gigtarfélagsins	nheegs	no-hk-et-ef-gr-s	gigtarfélag	Gigtarfélag
1	Fimmtud	ks	ób-sk	Fimmtud.	Fimmtud
1	Föstud	ks	ób-sk	Föstud.	Föstud
1	miðviku-	kt	ób-sk	miðvikudagur	miðviku-
1	Kárar	nkee-s	no-kk-et-ef-s	Kári	Káur
1	Sund-	kt	ób-sk	sundæfing	Sund-
1	Félagsþjónustunni	nveþgs	no-kvk-et-þgf-gr-s	félagsþjónusta	Félagsþjónustan
1	félags-	kt	ób-sk	félagsmiðstöð	félags-
1	Flækjufótur	nken-s	no-kk-et-nf-s	flækjufótur	Flækjufótur
1	Sak	n----s	no-x-s	Sak.	Sak
1	Búnaðarbankinn	nkengs	no-kk-et-nf-gr-s	búnaðarbanki	Búnaðarbanki
1	Íþróttahöllinni	nveþgs	no-kvk-et-þgf-gr-s	Íþróttahöll	Íþróttahöllin
1	srkáning	x	ób-x	skráning	srkáning
1	hafinn	x	ób-x	hefja	hafinn
1	Sunnud	ks	ób-sk	sunnud	Sunnud
1	Þriðjud	x	ób-x	þriðjud	Þriðjud
1	Miðvikud	ks	ób-sk	miðvikud.	Miðvikud
1	glerskuður	nken	no-kk-et-nf	glerskurður	glerskuður
1	þriðudaginn	x	ób-x	þriðudagur	þriðudaginn
1	Lúk	n----s	no-x-s	Lúk.	Lúk
1	di	n----s	no-x-s	di	Di
1	smíða-	kt	ób-sk	smíðavinnustofa	smíða-
1	Fimmtud	ks	ób-sk	fimmtud.	Fimmtud
1	Íþróttastöðini	x	ób-x	íþróttamiðstöð	Íþróttastöðini
1	málm-	kt	ób-sk	málmsmíði	málm-
1	Vinstri-grænna	lkfesf	lo-kk-ft-ef-sb-fst	vinstri-grænn	Vinstri-grænn
1	alvarlega	x	ób-x	alvarlegur	alvarlega
1	Alþjóðaneyðarhjálpar	nvee-s	no-kvk-et-ef-s	alþjóðaneyðarhjálp	Alþjóðaneyðarhjálp
1	afurðin	x	ób-x	afurð	afurðin
1	Vatn	x	ób-x	vatn	Vatn
1	sótthreinsandi	lheþof	lo-ób	sótthreinsa	sótthreinsandi
1	dollar	x	ób-x	dollari	dollar
1	syðst	aae	ao-est	sunnar	suður
1	Þjóðirnar	nvfngs	no-kvk-ft-nf-gr-s	þjóð	Þjóð
1	Norður-	n-eþ-s	no-x-s	Norður-Darfúr	Norður-
1	áru	x	ób-x	ár	áru
1	þátti	x	ób-x	þátta	þátti
1	haldinn	x	ób-x	halda	haldinn
1	funarstjón	x	ób-x	fundarstjórn	funarstjón
1	Garðar	nkfn-s	no-kk-ft-nf-s	Garður	Garðar
1	Görðum	nkfþ-s	no-kk-ft-þgf-s	Garður	Garðar
1	Suður-Eþiópíu	x	ób-x	Suður-Eþíópía	Suður-Eþiópíu
1	stóða	sfg3eþ	so-fh-gm-3p-et-þt	stóð	stóðava
1	erfiðelikana	x	ób-x	erfiðleikar	erfiðelikana
1	maís-fræ	nhfo	no-hk-ft-þf	maísfræ	maís-fræ
1	laga-	kt	ób-sk	lagahöfundur	laga-
1	Alþjóðnaneyðarhjálp	nven-s	no-kvk-et-nf-s	alþjóðaneyðarhjálp	Alþjóðnaneyðarhjálp
1	samstarfið	x	ób-x	samstarf	samstarfið
1	Alþjóðaneyðarhjálp	nveþ-s	no-kvk-et-þgf-s	alþjóðaneyðarhjálp	Alþjóðaneyðarhjálp
1	neyðargögnum	nhfþ	no-hk-ft-þgf	neyðargagn	neyðargögn
1	bæjarmörk	nhfo	no-hk-ft-þf	bæjarmark	bæjarmörk
1	Einingarsamtökunum	nhfþgs	no-hk-ft-þgf-gr-s	einingarsamtök	Einingarsamtök
1	Einingarsamtök	nhfn-s	no-hk-ft-nf-s	einingarsamtök	Einingarsamtök
1	aura	nkfe	no-kk-ft-ef	eyrir	aur
1	síma-	kt	ób-sk	símalína	síma-
1	Iðnaðarmannahúsinu	nheþgs	no-hk-et-þgf-gr-s	iðnaðarmannahús	Iðnaðarmannahúsið
1	fjelaginu	nheþg	no-hk-et-þgf-gr	félag	fjelag
1	fjelagsins	nheeg	no-hk-et-ef-gr	félag	fjelag
1	Iðnaðarmannahús	nheo-s	no-hk-et-þf-s	iðnaðarmannahús	Iðnaðarmannahús
1	Iðnaðarmannahúsið	nhengs	no-hk-et-nf-gr-s	iðnaðarmannahús	Iðnaðarmannahúsið
1	Tjarnarinnar	nveegs	no-kvk-et-ef-gr-s	Tjörn	Tjörnin
1	veitinga-	kt	ób-sk	veitingasalur	veitinga-
1	hjörum	nvfþ	no-kvk-ft-þgf	hjör	hjara
1	hita-	kt	ób-sk	hitastig	hita-
1	Aftar	aam	ao-mst	aftur	aftar
1	Lúðraþeytarafélaginu	nheþgs	no-hk-et-þgf-gr-s	lúðraþeytarafélag	Lúðraþeytarafélagið
1	Allramest	lhense	lo-hk-et-nf-sb-est	allramestur	allramikill
1	systur-	kt	ób-sk	systursonur	systur-
1	Hvitarvellir	nkfn-s	no-kk-ft-nf-s	Hvitarvöllur	Hvitarvellir
1	Coudert-bræðrum	nkfþ-s	no-kk-ft-þgf-s	Coudertbróðir	Coudert-bróðir
1	maja	nven	no-kvk-et-nf	Maja	maja
1	kúl	lvensf	lo-kvk-et-nf-sb-fst	kúl	kúll
1	mikil	x	ób-x	mikill	mikil
1	biggi	nken	no-kk-et-nf	Biggi	biggi
1	hittana	x	ób-x	hitta	hittana
1	næs	lhensf	lo-hk-et-nf-sb-fst	næs	næsur
1	rosemary	n----s	no-x-s	rosemary	Rosemary
1	feminiskt	lhensf	lo-hk-et-nf-sb-fst	femíniskur	feminiskur
1	gísli	nken	no-kk-et-nf	Gísli	gísli
1	kr-ingar	nkfn	no-kk-ft-nf	KR-ingur	kr-ingur
1	pifff	au	ób-uh	piff	pifff
1	fyr	x	ób-x	fyrir	fyr
1	kr-ingur	nken	no-kk-et-nf	KR-ingur	kr-ingur
1	allvega	aa	ao	allavega	allvega
1	túrverkjum	nkfþ	no-kk-ft-þgf	túrverkur	túrverkir
1	talía	nven	no-kvk-et-nf	Talía	talía
1	love	n----s	no-x-s	love	Love
1	ársíns	x	ób-x	ár	ársíns
1	gísla	nkeo	no-kk-et-þf	Gísli	gísli
1	messi	nheþ	no-hk-et-þgf	messi	mess
1	ítalíu	nveþ	no-kvk-et-þgf	Ítalía	ítalía
1	licious	n----s	no-x-s	licious	Licious
1	kulda-	aa	ao	kuldalega	kulda-
1	lou	n----s	no-x-s	lou	Lou
1	reed	n----s	no-x-s	reed	Reed
1	robbie	n----s	no-x-s	robbie	Robbie
1	williams	n----s	no-x-s	williams	Williams
1	mel	n----s	no-x-s	mel	Mel
1	gibson	n----s	no-x-s	gibson	Gibson
1	leathal	n----s	no-x-s	leathal	Leathal
1	klúbbalátanna	nhfeg	no-hk-ft-ef-gr	klúbbalæti	klúbbalát
1	fokkin	aa	ao	fokkinn	fokkin
1	linda	nven	no-kvk-et-nf	Linda	linda
1	london	n----s	no-x-s	london	London
1	shrek	n----s	no-x-s	shrek	Shrek
1	helgu	nvee	no-kvk-et-ef	Helga	helga
1	möller	nvee	no-kvk-et-ef	Möller	möller
1	tóti	nken	no-kk-et-nf	Tóti	tóti
1	kippi	nken	no-kk-et-nf	Kippi	kippi
1	kaninus	nken	no-kk-et-nf	Kaninus	kaninus
1	jeeeee	au	ób-uh	jee	jeeeee
1	leatherface	n----s	no-x-s	leatherface	Leatherface
1	texas	n----s	no-x-s	texas	Texas
1	hahhaha	au	ób-uh	haha	hahhaha
1	skúla	nkeþ	no-kk-et-þgf	Skúli	skúli
1	helga	x	ób-x	Helgi	helga
1	jónas	nkeo	no-kk-et-þf	Jónas	jónas
1	hestamananananmót	nheo	no-hk-et-þf	hestamannamót	hestamananananmót
1	daníel	nkeo	no-kk-et-þf	Daníel	daníelur
1	daaaaaníeeeeel	x	ób-x	Daníel	daaaaaníeeeeel
1	laxness	nkeo	no-kk-et-þf	Laxnes	laxness
1	tótal	lvensf	lo-kvk-et-nf-sb-fst	tótal	tótalur
1	svít	lvenof	lo-ób	svítur	svít
1	blablalblalb	au	ób-uh	bla	blablalblalb
1	möggu	nveþ	no-kvk-et-þgf	Magga	mögga
1	skítt	lheosf	lo-hk-et-þf-sb-fst	skítt	skíður
1	geeeeeeeeeiiisp	x	ób-x	geisp	geeeeeeeeeiiisp
1	NOx	x	ób-x	nox	NOx
1	HNO3	x	ób-x	hno3	HNO3
1	klór-stakeindin	nveng	no-kvk-et-nf-gr	klórstakeind	klór-stakeind
1	HCl	x	ób-x	hcl	HCl
1	Cl2	ta	to	cl2	Cl2
1	þúsundasti	lkenve	lo-kk-et-nf-vb-est	þúsundasti	þúsundur
1	milljónasti	lkenve	lo-kk-et-nf-vb-est	milljónasti	milljóinn
1	eftirfarand	lkeþof	lo-ób	eftirfarandi	eftirfarand
1	C8H18	ta	to	c8h18	C8H18
1	C7H16	ta	to	c7h16	C7H16
1	Z	x	ób-x	z	Z
1	málmeiginleika	nkfo	no-kk-ft-þf	málmeiginleikar	málmeiginleiki
1	PV	x	ób-x	pv	PV
1	Kelvingráðum	nhfþ-s	no-hk-ft-þgf-s	Kelvingráða	Kelvingráð
1	Vm0	x	ób-x	vm0	Vm0
1	PVm0	x	ób-x	pvm0	PVm0
1	Vm	x	ób-x	vm	Vm
1	háð	lkensf	lo-kk-et-nf-sb-fst	háður	háð
1	Gas	e	ób-e	gas	Gas
1	Al2O3	ta	to	al2o3	Al2O3
1	flúoríðum	nhfþ	no-hk-ft-þgf	flúoríði	flúoríð
1	meint	lhensf	lo-hk-et-nf-sb-fst	meint	meintur
1	Laugavegshlaupið	nhengs	no-hk-et-nf-gr-s	Laugavegshlaup	Laugavegshlaupið
1	N2	x	ób-x	n2	N2
1	NO	ks	ób-sk	no	NO
1	McEwen	n----s	no-x-s	McEwen	Mcewen
1	1H1	ta	to	1h1	1H1
1	3H1	ta	to	3h1	3H1
1	H2O2	x	ób-x	h2o2	H2O2
1	Maka-	kt	ób-sk	makalífeyrir	Maka-
1	áunnum	lkeþsf	lo-kk-et-þgf-sb-fst	áunninn	áunnur
1	B-deild	nveþ-s	no-kvk-et-þgf-s	b-deild	B-deild
1	dómstólalaga	nhfe	no-hk-ft-ef	dómstólalag	dómstólalög
1	lífeyris-	kt	ób-sk	lífeyrissjóður	lífeyris-
1	Lífeyrissjóð	x	ób-x	lífeyrissjóður	Lífeyrissjóð
1	dómstólalögum	nhfþ	no-hk-ft-þgf	dómstólalag	dómstólalög
1	trúnaðar-	kt	ób-sk	trúnaðarstarf	trúnaðar-
1	B-deildarmenn	nkfo-s	no-kk-ft-þf-s	b-deildarmaður	B-deildarmaður
1	A-	nveo	no-kvk-et-þf	a-deild	a-
1	OVERLAND	n----s	no-x-s	OVERLAND	Overland
1	Ö	x	ób-x	ö	Ö
1	LANDCRUISER	n----s	no-x-s	LANDCRUISER	Landcruiser
